experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,block_type,backbone_family,wavelet_family,active_g_cfg,meta_predicted_best,meta_convergence_score
lg_vae_search_r1_baseline,TrendVAE+Coif2,trend_wavelet,"['TrendVAE', 'Coif2WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,1,43,91.149300,10.961450,257147.765625,4463140012032.000000,nan,4.115661,58.413647,6812776,1.46,10,False,False,ReLU,MAX_EPOCHS,100.52199554,100.52199554,112235.89843750,9,1.000000,False,"[""190.58900452"", ""180.88594055"", ""169.31410217"", ""159.80102539"", ""148.43238831"", ""136.36929321"", ""126.51581573"", ""117.71118927"", ""109.09148407"", ""100.52199554""]",1,TrendVAE,VAE,Coif2,False,133.466465,0.700284
lg_vae_search_r1_baseline,TrendVAE+Coif2,trend_wavelet,"['TrendVAE', 'Coif2WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,2,44,43.840553,6.579639,122478.476562,1279261933568.000000,nan,2.490209,27.809193,6812776,1.38,10,False,False,ReLU,MAX_EPOCHS,52.25772858,52.25772858,75550.79687500,9,1.000000,False,"[""181.06512451"", ""167.44645691"", ""148.52598572"", ""133.92710876"", ""121.62687683"", ""101.80036926"", ""84.58071136"", ""68.77831268"", ""59.10564804"", ""52.25772858""]",1,TrendVAE,VAE,Coif2,False,93.296627,0.515266
lg_vae_search_r1_baseline,TrendVAE+Symlet3,trend_wavelet,"['TrendVAE', 'Symlet3WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,0,42,88.420395,9.403154,226094.359375,3446215278592.000000,nan,3.528247,38.570808,6812776,1.50,10,False,False,ReLU,MAX_EPOCHS,97.62609863,97.62609863,113906.89062500,9,1.000000,False,"[""178.06716919"", ""166.20306396"", ""153.20518494"", ""139.49638367"", ""129.75122070"", ""123.02646637"", ""116.03700256"", ""109.47644806"", ""103.82124329"", ""97.62609863""]",1,TrendVAE,VAE,Symlet3,False,119.810735,0.672840
lg_vae_search_r1_baseline,TrendVAE+Symlet3,trend_wavelet,"['TrendVAE', 'Symlet3WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,1,43,64.961281,8.531495,190899.781250,2297564758016.000000,nan,3.174611,26.387207,6812776,1.43,10,False,False,ReLU,MAX_EPOCHS,79.53822327,79.53822327,102931.11718750,9,1.000000,False,"[""177.42376709"", ""164.88475037"", ""152.14152527"", ""139.64912415"", ""126.30649567"", ""113.19869995"", ""102.23471069"", ""93.47945404"", ""87.04182434"", ""79.53822327""]",1,TrendVAE,VAE,Symlet3,False,106.127012,0.598156
lg_vae_search_r1_baseline,NBEATS-I-LG,nbeats_i_style,"['TrendAELG', 'SeasonalityAELG']",Tourism-Yearly,1,4,8,2,3,True,0,42,31.970522,5.787753,106247.335938,935128793088.000000,nan,2.631328,75.858597,2174741,0.31,10,False,False,ReLU,MAX_EPOCHS,36.59892654,46.45541763,52.58293915,6,1.269311,False,"[""55.05653763"", ""92.66210175"", ""85.27195740"", ""53.92142487"", ""38.77134323"", ""39.77092361"", ""36.59892654"", ""42.38668823"", ""46.49397278"", ""46.45541763""]",1,TrendAELG+SeasonalityAELG,LG,,False,37.978441,0.689808
lg_vae_search_r1_baseline,NBEATS-I-LG,nbeats_i_style,"['TrendAELG', 'SeasonalityAELG']",Tourism-Yearly,1,4,8,2,3,True,1,43,27.901867,7.003718,131470.250000,1653308391424.000000,nan,3.573941,270.537201,2174741,0.33,10,False,False,ReLU,MAX_EPOCHS,32.20180511,32.20180511,41.85294342,9,1.000000,False,"[""70.15550232"", ""42.23249054"", ""43.98234558"", ""48.04490280"", ""36.47080231"", ""36.66042709"", ""35.73046875"", ""33.30615616"", ""32.32915115"", ""32.20180511""]",1,TrendAELG+SeasonalityAELG,LG,,False,33.556337,0.478314
lg_vae_search_r1_baseline,TrendVAE+Symlet3,trend_wavelet,"['TrendVAE', 'Symlet3WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,2,44,46.137253,6.756112,134463.765625,1374761517056.000000,nan,2.520833,24.203823,6812776,1.46,10,False,False,ReLU,MAX_EPOCHS,56.11091232,56.11091232,77993.92968750,9,1.000000,False,"[""179.94114685"", ""160.75823975"", ""147.73234558"", ""132.47477722"", ""118.10652924"", ""103.83727264"", ""89.29186249"", ""73.85953522"", ""63.09289932"", ""56.11091232""]",1,TrendVAE,VAE,Symlet3,False,95.644583,0.531533
lg_vae_search_r1_baseline,NBEATS-I-LG,nbeats_i_style,"['TrendAELG', 'SeasonalityAELG']",Tourism-Yearly,1,4,8,2,3,True,2,44,25.502104,4.883242,173757.390625,2992887562240.000000,nan,2.506048,103.304230,2174741,0.35,10,False,False,ReLU,MAX_EPOCHS,32.19872284,32.19872284,42.05685425,9,1.000000,False,"[""65.37883759"", ""117.58861542"", ""99.03391266"", ""58.26973343"", ""36.55086899"", ""44.00458527"", ""40.48313904"", ""37.29850769"", ""35.19338226"", ""32.19872284""]",1,TrendAELG+SeasonalityAELG,LG,,False,36.550869,0.559063
lg_vae_search_r1_baseline,NBEATS-I-VAE,nbeats_i_style,"['TrendVAE', 'SeasonalityVAE']",Tourism-Yearly,1,4,8,2,3,True,0,42,103.394554,11.307243,282516.687500,4083699679232.000000,nan,4.256975,46.758354,3238549,0.32,10,False,False,ReLU,MAX_EPOCHS,119.65679932,132.05569458,2973928.75000000,2,1.103620,False,"[""177.70240784"", ""161.93377686"", ""119.65679932"", ""133.14976501"", ""146.79772949"", ""145.40504456"", ""128.44424438"", ""130.90525818"", ""134.79006958"", ""132.05569458""]",1,TrendVAE+SeasonalityVAE,VAE,,False,119.656799,0.673355
lg_vae_search_r1_baseline,NBEATS-I-VAE,nbeats_i_style,"['TrendVAE', 'SeasonalityVAE']",Tourism-Yearly,1,4,8,2,3,True,1,43,122.814774,12.028768,305821.000000,4956504981504.000000,nan,4.560003,61.386215,3238549,0.35,10,False,False,ReLU,MAX_EPOCHS,132.01338196,149.61903381,3883662.75000000,2,1.133363,False,"[""193.64566040"", ""190.24829102"", ""132.01338196"", ""135.50477600"", ""152.35304260"", ""154.19038391"", ""155.71936035"", ""155.35302734"", ""150.64927673"", ""149.61903381""]",1,TrendVAE+SeasonalityVAE,VAE,,False,132.013382,0.681727
lg_vae_search_r1_baseline,NBEATS-I-VAE,nbeats_i_style,"['TrendVAE', 'SeasonalityVAE']",Tourism-Yearly,1,4,8,2,3,True,2,44,37.617195,5.986737,108161.593750,469247754240.000000,nan,2.442416,16.976768,3238549,0.36,10,False,False,ReLU,DIVERGED,39.03236389,124.70650482,2830992.00000000,2,3.194951,True,"[""173.93852234"", ""151.21438599"", ""39.03236389"", ""45.48838043"", ""73.77501678"", ""97.37639618"", ""116.50937653"", ""124.83838654"", ""123.75238037"", ""124.70650482""]",1,TrendVAE+SeasonalityVAE,VAE,,False,39.032364,0.224403
lg_vae_search_r1_activeG_fcast,GenericAELG,pure_lg_vae,['GenericAELG'],Tourism-Yearly,1,4,8,16,1,True,0,42,28.397215,4.375059,131166.984375,1342471405568.000000,nan,1.981300,30.419746,2277504,0.54,10,forecast,False,ReLU,MAX_EPOCHS,29.91389656,29.91389656,39.42226028,9,1.000000,False,"[""125.81814575"", ""62.28522110"", ""43.82963943"", ""52.49618149"", ""48.92296982"", ""39.65417862"", ""34.81525803"", ""33.80067062"", ""30.98317337"", ""29.91389656""]",1,GenericAELG,LG,,forecast,34.926220,0.277593
lg_vae_search_r1_activeG_fcast,GenericAELG,pure_lg_vae,['GenericAELG'],Tourism-Yearly,1,4,8,16,1,True,1,43,29.914486,4.638583,103750.335938,703773540352.000000,nan,2.003343,24.963684,2277504,0.46,10,forecast,False,ReLU,MAX_EPOCHS,36.84651566,36.84651566,44.59815216,9,1.000000,False,"[""142.97586060"", ""85.90583801"", ""37.70922852"", ""55.62932968"", ""69.87327576"", ""67.99942780"", ""57.50663757"", ""44.70531464"", ""37.38093567"", ""36.84651566""]",1,GenericAELG,LG,,forecast,37.709229,0.263745
lg_vae_search_r1_activeG_fcast,GenericAELG,pure_lg_vae,['GenericAELG'],Tourism-Yearly,1,4,8,16,1,True,2,44,34.878086,5.747685,97816.632812,412673900544.000000,nan,2.436253,25.583450,2277504,0.44,10,forecast,False,ReLU,MAX_EPOCHS,34.85456848,41.87328720,48.56552887,6,1.201372,False,"[""116.74317169"", ""52.09230804"", ""46.00292587"", ""58.31653595"", ""54.50333405"", ""43.67294693"", ""34.85456848"", ""37.49077225"", ""42.31372833"", ""41.87328720""]",1,GenericAELG,LG,,forecast,37.668814,0.322664
lg_vae_search_r1_activeG_fcast,BottleneckGenericAELG,pure_lg_vae,['BottleneckGenericAELG'],Tourism-Yearly,1,4,8,16,1,True,0,42,30.457991,4.689432,106640.390625,577132167168.000000,nan,2.002172,18.745480,2221200,0.58,10,forecast,False,ReLU,MAX_EPOCHS,35.20612335,35.20612335,44.04686356,9,1.000000,False,"[""139.10293579"", ""88.74853516"", ""50.17448044"", ""47.67284393"", ""55.47276688"", ""58.05269623"", ""53.10388184"", ""44.17966461"", ""36.29627609"", ""35.20612335""]",1,BottleneckGenericAELG,LG,,forecast,47.445649,0.341083
lg_vae_search_r1_activeG_fcast,BottleneckGenericAELG,pure_lg_vae,['BottleneckGenericAELG'],Tourism-Yearly,1,4,8,16,1,True,1,43,33.242683,5.311773,105882.796875,504636440576.000000,nan,2.280279,25.118029,2221200,0.64,10,forecast,False,ReLU,MAX_EPOCHS,38.27981186,38.27981186,45.36091232,9,1.000000,False,"[""146.53829956"", ""99.17722321"", ""55.37713623"", ""45.93767929"", ""52.38400269"", ""54.70092773"", ""50.39517212"", ""43.10617447"", ""38.76227188"", ""38.27981186""]",1,BottleneckGenericAELG,LG,,forecast,45.841620,0.312830
lg_vae_search_r1_activeG_fcast,BottleneckGenericAELG,pure_lg_vae,['BottleneckGenericAELG'],Tourism-Yearly,1,4,8,16,1,True,2,44,33.269348,5.303510,97454.171875,469870903296.000000,nan,2.260664,22.256414,2221200,0.45,10,forecast,False,ReLU,MAX_EPOCHS,36.10385132,38.21213913,46.48394775,3,1.058395,False,"[""150.24111938"", ""104.84683228"", ""59.45190811"", ""36.10385132"", ""45.74579620"", ""52.75777054"", ""51.78550339"", ""46.43280411"", ""40.77028656"", ""38.21213913""]",1,BottleneckGenericAELG,LG,,forecast,36.103851,0.240306
lg_vae_search_r1_activeG_fcast,GenericAEBackcastAELG,pure_lg_vae,['GenericAEBackcastAELG'],Tourism-Yearly,1,4,8,16,1,True,0,42,30.866522,4.846799,98309.210938,517661458432.000000,nan,2.098602,24.371172,2376416,0.74,10,forecast,False,ReLU,MAX_EPOCHS,35.32721329,35.32721329,44.02008820,9,1.000000,False,"[""147.74887085"", ""98.24797058"", ""50.74921417"", ""42.99983597"", ""52.13225555"", ""52.70138931"", ""47.41897964"", ""41.42817688"", ""37.23903656"", ""35.32721329""]",1,GenericAEBackcastAELG,LG,,forecast,42.999836,0.291033
lg_vae_search_r1_activeG_fcast,GenericAEBackcastAELG,pure_lg_vae,['GenericAEBackcastAELG'],Tourism-Yearly,1,4,8,16,1,True,1,43,30.200804,4.633421,89086.382812,394821337088.000000,nan,1.985342,20.291830,2376416,0.67,10,forecast,False,ReLU,MAX_EPOCHS,35.34714890,35.34714890,44.17913818,9,1.000000,False,"[""144.55697632"", ""94.51402283"", ""48.71913147"", ""43.01755142"", ""51.26346970"", ""51.59974670"", ""47.43457794"", ""41.56059265"", ""36.43465424"", ""35.34714890""]",1,GenericAEBackcastAELG,LG,,forecast,43.017551,0.297582
lg_vae_search_r1_activeG_fcast,GenericAEBackcastAELG,pure_lg_vae,['GenericAEBackcastAELG'],Tourism-Yearly,1,4,8,16,1,True,2,44,32.239082,4.954144,105177.500000,503620599808.000000,nan,2.084990,16.680660,2376416,0.61,10,forecast,False,ReLU,MAX_EPOCHS,35.71781921,35.71781921,43.85783386,9,1.000000,False,"[""129.40090942"", ""77.21333313"", ""42.11344910"", ""48.24180222"", ""56.97470474"", ""56.12540436"", ""50.38959885"", ""43.36675644"", ""37.70154953"", ""35.71781921""]",1,GenericAEBackcastAELG,LG,,forecast,42.113449,0.325449
lg_vae_search_r1_activeG_fcast,AutoEncoderAELG,pure_lg_vae,['AutoEncoderAELG'],Tourism-Yearly,1,4,8,16,1,True,0,42,31.993385,4.893021,84513.937500,303965798400.000000,nan,2.065760,18.532238,2417040,0.65,10,forecast,False,ReLU,MAX_EPOCHS,35.80514908,40.31345367,43.13968658,8,1.125912,False,"[""172.13960266"", ""128.85467529"", ""63.27069855"", ""50.60617828"", ""72.80742645"", ""73.38247681"", ""60.57106400"", ""43.76007843"", ""35.80514908"", ""40.31345367""]",1,AutoEncoderAELG,LG,,forecast,50.606178,0.293983
lg_vae_search_r1_activeG_fcast,AutoEncoderAELG,pure_lg_vae,['AutoEncoderAELG'],Tourism-Yearly,1,4,8,16,1,True,2,44,39.205353,6.509089,115662.085938,551234633728.000000,nan,2.637591,21.895813,2417040,0.62,10,forecast,False,ReLU,MAX_EPOCHS,36.90440750,43.57069016,44.40841293,7,1.180636,False,"[""173.39901733"", ""134.70584106"", ""74.53388214"", ""43.15656662"", ""61.72874069"", ""62.43745804"", ""50.10796738"", ""36.90440750"", ""38.00745010"", ""43.57069016""]",1,AutoEncoderAELG,LG,,forecast,43.156567,0.248886
lg_vae_search_r1_activeG_fcast,AutoEncoderAELG,pure_lg_vae,['AutoEncoderAELG'],Tourism-Yearly,1,4,8,16,1,True,1,43,29.238543,4.182415,91911.367188,419852976128.000000,nan,1.743909,11.586775,2417040,0.72,10,forecast,False,ReLU,MAX_EPOCHS,34.59438324,38.64677429,40.95630264,8,1.117140,False,"[""174.77568054"", ""135.51235962"", ""72.59532928"", ""50.43349457"", ""70.95812225"", ""72.54634094"", ""59.14632797"", ""41.28536987"", ""34.59438324"", ""38.64677429""]",1,AutoEncoderAELG,LG,,forecast,50.433495,0.288561
lg_vae_search_r1_activeG_fcast,GenericVAE,pure_lg_vae,['GenericVAE'],Tourism-Yearly,1,4,8,16,1,True,1,43,188.797836,15.414581,384952.218750,6871240933376.000000,nan,5.811372,82.636314,3321984,0.81,10,forecast,False,ReLU,MAX_EPOCHS,189.75396729,189.75396729,996744.06250000,9,1.000000,False,"[""194.74452209"", ""193.82566833"", ""192.82595825"", ""192.49722290"", ""192.43804932"", ""192.76673889"", ""192.38304138"", ""190.97401428"", ""189.99391174"", ""189.75396729""]",1,GenericVAE,VAE,,forecast,191.526038,0.983473
lg_vae_search_r1_activeG_fcast,GenericVAE,pure_lg_vae,['GenericVAE'],Tourism-Yearly,1,4,8,16,1,True,0,42,189.261932,15.440428,386413.062500,6923159601152.000000,nan,5.827063,83.450211,3321984,0.90,10,forecast,False,ReLU,MAX_EPOCHS,190.51579285,190.51579285,720049.81250000,9,1.000000,False,"[""194.33247375"", ""193.88623047"", ""193.49372864"", ""193.04890442"", ""193.01995850"", ""192.82894897"", ""192.59722900"", ""191.32885742"", ""190.75633240"", ""190.51579285""]",1,GenericVAE,VAE,,forecast,191.840609,0.987177
lg_vae_search_r1_activeG_fcast,GenericVAE,pure_lg_vae,['GenericVAE'],Tourism-Yearly,1,4,8,16,1,True,2,44,190.001114,15.456429,386726.562500,6929066229760.000000,nan,5.823641,83.589638,3321984,0.63,10,forecast,False,ReLU,MAX_EPOCHS,190.92178345,191.00634766,732363.25000000,7,1.000443,False,"[""194.07185364"", ""194.40896606"", ""194.25187683"", ""194.19659424"", ""193.66252136"", ""192.48382568"", ""191.24415588"", ""190.92178345"", ""191.31709290"", ""191.00634766""]",1,GenericVAE,VAE,,forecast,192.082981,0.989752
lg_vae_search_r1_activeG_fcast,BottleneckGenericVAE,pure_lg_vae,['BottleneckGenericVAE'],Tourism-Yearly,1,4,8,16,1,True,0,42,187.149872,15.380883,384262.468750,6859213242368.000000,nan,5.808138,82.835526,3265680,0.86,10,forecast,False,ReLU,MAX_EPOCHS,189.15104675,189.15104675,821757.06250000,9,1.000000,False,"[""194.79864502"", ""194.08821106"", ""193.08311462"", ""192.07702637"", ""191.42369080"", ""190.01110840"", ""189.71452332"", ""190.40797424"", ""190.03808594"", ""189.15104675""]",1,BottleneckGenericVAE,VAE,,forecast,190.011108,0.975423
lg_vae_search_r1_activeG_fcast,BottleneckGenericVAE,pure_lg_vae,['BottleneckGenericVAE'],Tourism-Yearly,1,4,8,16,1,True,1,43,183.890656,15.272890,381322.593750,6758623346688.000000,nan,5.778320,81.941208,3265680,0.81,10,forecast,False,ReLU,MAX_EPOCHS,186.24298096,186.24298096,1624099.75000000,9,1.000000,False,"[""194.59970093"", ""193.24752808"", ""189.71435547"", ""188.66934204"", ""189.00086975"", ""187.61894226"", ""187.14933777"", ""186.75485229"", ""187.01789856"", ""186.24298096""]",1,BottleneckGenericVAE,VAE,,forecast,187.618942,0.964128
lg_vae_search_r1_activeG_fcast,BottleneckGenericVAE,pure_lg_vae,['BottleneckGenericVAE'],Tourism-Yearly,1,4,8,16,1,True,2,44,182.931412,15.218185,379808.125000,6706197692416.000000,nan,5.750705,81.108452,3265680,1.06,10,forecast,False,ReLU,MAX_EPOCHS,185.12475586,186.10311890,1496581.12500000,8,1.005285,False,"[""194.70451355"", ""192.76068115"", ""191.35774231"", ""190.08349609"", ""189.72341919"", ""189.63732910"", ""188.91831970"", ""186.65548706"", ""185.12475586"", ""186.10311890""]",1,BottleneckGenericVAE,VAE,,forecast,189.310234,0.972295
lg_vae_search_r1_activeG_fcast,GenericAEBackcastVAE,pure_lg_vae,['GenericAEBackcastVAE'],Tourism-Yearly,1,4,8,16,1,True,0,42,192.242218,15.534594,388769.750000,6994879578112.000000,nan,5.853881,84.386879,3420896,0.91,10,forecast,False,ReLU,MAX_EPOCHS,192.82084656,192.82084656,1336376.62500000,9,1.000000,False,"[""195.56074524"", ""194.84524536"", ""194.72618103"", ""194.96644592"", ""194.90396118"", ""194.22708130"", ""193.55247498"", ""193.14447021"", ""192.91809082"", ""192.82084656""]",1,GenericAEBackcastVAE,VAE,,forecast,193.407775,0.988991
lg_vae_search_r1_activeG_fcast,GenericAEBackcastVAE,pure_lg_vae,['GenericAEBackcastVAE'],Tourism-Yearly,1,4,8,16,1,True,1,43,192.101105,15.537639,388970.812500,7003486289920.000000,nan,5.857565,84.615967,3420896,1.09,10,forecast,False,ReLU,MAX_EPOCHS,192.78642273,192.78642273,1034484.00000000,9,1.000000,False,"[""196.79241943"", ""196.89700317"", ""196.29261780"", ""195.74114990"", ""195.79154968"", ""195.46755981"", ""194.54827881"", ""193.92181396"", ""193.55218506"", ""192.78642273""]",1,GenericAEBackcastVAE,VAE,,forecast,194.498750,0.988345
lg_vae_search_r1_activeG_fcast,GenericAEBackcastVAE,pure_lg_vae,['GenericAEBackcastVAE'],Tourism-Yearly,1,4,8,16,1,True,2,44,190.971222,15.487400,387635.781250,6957793542144.000000,nan,5.840141,83.889778,3420896,0.91,10,forecast,False,ReLU,MAX_EPOCHS,191.71147156,191.71147156,630009.87500000,9,1.000000,False,"[""195.30789185"", ""195.49295044"", ""195.16567993"", ""194.82080078"", ""194.54399109"", ""193.56953430"", ""192.67820740"", ""192.50117493"", ""192.62490845"", ""191.71147156""]",1,GenericAEBackcastVAE,VAE,,forecast,193.064726,0.988515
lg_vae_search_r1_activeG_fcast,AutoEncoderVAE,pure_lg_vae,['AutoEncoderVAE'],Tourism-Yearly,1,4,8,16,1,True,0,42,188.038193,15.445232,385323.000000,6894339489792.000000,nan,5.857783,84.343918,3461520,1.24,10,forecast,False,ReLU,MAX_EPOCHS,189.67860413,189.67860413,1055353.75000000,9,1.000000,False,"[""194.17481995"", ""193.66635132"", ""193.18789673"", ""192.62393188"", ""192.60583496"", ""191.78524780"", ""190.75051880"", ""190.24478149"", ""190.74829102"", ""189.67860413""]",1,AutoEncoderVAE,VAE,,forecast,191.283137,0.985108
lg_vae_search_r1_activeG_fcast,AutoEncoderVAE,pure_lg_vae,['AutoEncoderVAE'],Tourism-Yearly,1,4,8,16,1,True,1,43,188.142075,15.435143,385457.312500,6890619142144.000000,nan,5.845967,83.935593,3461520,1.10,10,forecast,False,ReLU,MAX_EPOCHS,189.48028564,189.48028564,1515313.87500000,9,1.000000,False,"[""194.37184143"", ""194.14178467"", ""193.71943665"", ""193.21994019"", ""192.62951660"", ""192.28813171"", ""191.95484924"", ""191.18688965"", ""190.01309204"", ""189.48028564""]",1,AutoEncoderVAE,VAE,,forecast,191.643766,0.985965
lg_vae_search_r1_activeG_fcast,VAE,pure_lg_vae,['VAE'],Tourism-Yearly,1,4,8,16,1,True,0,42,160.450745,14.297043,359749.125000,6105682411520.000000,nan,5.393244,73.435509,12960096,0.72,10,forecast,False,ReLU,MAX_EPOCHS,167.27633667,193.47180176,175701.89062500,0,1.156600,False,"[""167.27633667"", ""181.06385803"", ""191.00411987"", ""188.68672180"", ""190.60864258"", ""191.51324463"", ""191.06466675"", ""193.04798889"", ""193.00222778"", ""193.47180176""]",1,VAE,RootBlock,,forecast,167.276337,1.000000
lg_vae_search_r1_activeG_fcast,AutoEncoderVAE,pure_lg_vae,['AutoEncoderVAE'],Tourism-Yearly,1,4,8,16,1,True,2,44,189.181244,15.460344,386666.281250,6930672123904.000000,nan,5.856473,84.429413,3461520,1.14,10,forecast,False,ReLU,MAX_EPOCHS,190.33024597,190.63201904,1199858.37500000,8,1.001586,False,"[""194.09115601"", ""193.52865601"", ""193.36085510"", ""193.43907166"", ""192.95031738"", ""192.50939941"", ""191.88630676"", ""190.84629822"", ""190.33024597"", ""190.63201904""]",1,AutoEncoderVAE,VAE,,forecast,191.751854,0.987947
lg_vae_search_r1_activeG_fcast,VAE,pure_lg_vae,['VAE'],Tourism-Yearly,1,4,8,16,1,True,1,43,156.852814,14.124200,355360.000000,5988165353472.000000,nan,5.332934,72.018646,12960096,0.70,10,forecast,False,ReLU,MAX_EPOCHS,164.49368286,193.40594482,145922.20312500,0,1.175765,False,"[""164.49368286"", ""180.27700806"", ""191.01689148"", ""185.23196411"", ""188.50880432"", ""192.20484924"", ""191.57397461"", ""192.55308533"", ""192.23509216"", ""193.40594482""]",1,VAE,RootBlock,,forecast,164.493683,1.000000
lg_vae_search_r1_activeG_fcast,VAE,pure_lg_vae,['VAE'],Tourism-Yearly,1,4,8,16,1,True,2,44,170.151352,14.676036,367862.343750,6361424330752.000000,nan,5.529911,76.405769,12960096,0.76,10,forecast,False,ReLU,MAX_EPOCHS,175.11650085,194.55038452,107064.42187500,0,1.110977,False,"[""175.11650085"", ""184.32922363"", ""191.54745483"", ""186.05187988"", ""189.57029724"", ""192.69180298"", ""192.58578491"", ""193.54194641"", ""193.77033997"", ""194.55038452""]",1,VAE,RootBlock,,forecast,175.116501,1.000000
lg_vae_search_r1_activeG_fcast,TrendAELG+Haar,trend_wavelet,"['TrendAELG', 'HaarWaveletV3']",Tourism-Yearly,1,4,8,16,1,True,0,42,23.886326,3.583217,155494.000000,2466318123008.000000,nan,1.727677,35.347046,6682728,0.94,10,forecast,False,ReLU,MAX_EPOCHS,27.65952301,32.75116348,37.54160309,7,1.184083,False,"[""73.87832642"", ""50.86936951"", ""37.31895828"", ""40.18379593"", ""35.61383438"", ""30.14653587"", ""31.25215530"", ""27.65952301"", ""31.50870514"", ""32.75116348""]",1,TrendAELG,LG,Haar,forecast,27.334142,0.369989
lg_vae_search_r1_activeG_fcast,TrendAELG+Haar,trend_wavelet,"['TrendAELG', 'HaarWaveletV3']",Tourism-Yearly,1,4,8,16,1,True,1,43,24.819292,3.625122,144336.984375,1915154333696.000000,nan,1.661436,25.613409,6682728,0.98,10,forecast,False,ReLU,MAX_EPOCHS,27.63275719,28.61030388,34.90716934,8,1.035376,False,"[""45.91548157"", ""63.24407578"", ""43.58714294"", ""42.31410599"", ""38.87667847"", ""30.12318230"", ""30.19365692"", ""31.79992485"", ""27.63275719"", ""28.61030388""]",1,TrendAELG,LG,Haar,forecast,28.229012,0.614804
lg_vae_search_r1_activeG_fcast,TrendAELG+Haar,trend_wavelet,"['TrendAELG', 'HaarWaveletV3']",Tourism-Yearly,1,4,8,16,1,True,2,44,24.896158,3.581644,136892.234375,1925980880896.000000,nan,1.626862,25.934669,6682728,0.63,10,forecast,False,ReLU,MAX_EPOCHS,28.53624725,41.79275513,41.35646439,7,1.464550,False,"[""43.66113663"", ""73.43399811"", ""63.00712204"", ""40.11334229"", ""41.33819962"", ""39.25802612"", ""32.94822693"", ""28.53624725"", ""37.67655945"", ""41.79275513""]",1,TrendAELG,LG,Haar,forecast,39.092094,0.895352
lg_vae_search_r1_activeG_fcast,TrendAELG+DB4,trend_wavelet,"['TrendAELG', 'DB4WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,0,42,21.325155,3.132438,132798.671875,1981476372480.000000,nan,1.438071,24.685194,6682728,0.82,10,forecast,False,ReLU,MAX_EPOCHS,26.59648323,26.59648323,34.83574295,9,1.000000,False,"[""62.63568878"", ""56.25246048"", ""45.19189072"", ""33.04377747"", ""32.39256287"", ""28.44119453"", ""29.78363609"", ""28.59669304"", ""28.87592316"", ""26.59648323""]",1,TrendAELG,LG,DB4,forecast,25.601173,0.408731
lg_vae_search_r1_activeG_fcast,TrendAELG+DB4,trend_wavelet,"['TrendAELG', 'DB4WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,1,43,24.539585,3.511962,107933.242188,1064268988416.000000,nan,1.466170,14.384348,6682728,0.57,10,forecast,False,ReLU,MAX_EPOCHS,28.76149178,30.26023865,39.25340652,6,1.052109,False,"[""41.28868103"", ""74.97112274"", ""58.47826767"", ""42.36308670"", ""37.61007309"", ""34.41614914"", ""28.76149178"", ""31.31005096"", ""34.18203735"", ""30.26023865""]",1,TrendAELG,LG,DB4,forecast,33.537207,0.812262
lg_vae_search_r1_activeG_fcast,TrendAELG+DB4,trend_wavelet,"['TrendAELG', 'DB4WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,2,44,27.003857,4.030774,134202.406250,1777709350912.000000,nan,1.774150,25.788591,6682728,0.82,10,forecast,False,ReLU,MAX_EPOCHS,28.98647499,30.06681252,36.94594574,7,1.037270,False,"[""44.79347992"", ""74.75745392"", ""63.48285294"", ""38.59412384"", ""36.95980072"", ""37.88560104"", ""32.29858398"", ""28.98647499"", ""31.86523819"", ""30.06681252""]",1,TrendAELG,LG,DB4,forecast,35.625253,0.795322
lg_vae_search_r1_activeG_fcast,TrendAELG+Coif2,trend_wavelet,"['TrendAELG', 'Coif2WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,0,42,22.513451,3.393443,156139.546875,2526603902976.000000,nan,1.647128,35.328312,6682728,1.18,10,forecast,False,ReLU,MAX_EPOCHS,27.32674217,27.32674217,36.02328491,9,1.000000,False,"[""80.97926331"", ""46.17566299"", ""36.59788513"", ""39.45025635"", ""34.46703339"", ""31.34555244"", ""29.52479172"", ""29.26774406"", ""29.19257927"", ""27.32674217""]",1,TrendAELG,LG,Coif2,forecast,28.396036,0.350658
